"rownum","Type","HASH32","DDSFile","Category","[i32]_32","i32_48","[i32]_52","bool_68"
0,0,234032333,"Art/2DItems/Effects/UpgradeScroll_Tencent.dds",19,[],0,[],""
1,1,1025707758,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
2,2,2583676772,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
3,3,3191851715,"Art/2DItems/Effects/UpgradeScroll_Tencent.dds",19,[],0,[],""
4,4,1695817319,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
5,5,1493497742,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
6,6,476187717,"Art/2DItems/Effects/UpgradeScroll_Tencent.dds",19,[],0,[],""
7,7,2709548394,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
8,8,734384000,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
9,9,1073969766,"Art/2DItems/Effects/UpgradeScroll_Tencent.dds",19,[],0,[],""
10,12,1595256219,"Art/2DItems/Effects/UpgradeScroll_Tencent.dds",19,[],0,[],""
11,13,331287612,"Art/2DItems/Effects/UpgradeScroll_Tencent.dds",19,[],0,[],""
12,14,2219359644,"Art/2DItems/Effects/UpgradeScroll_Tencent.dds",19,[],0,[],""
13,16,2042640349,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
14,17,819183312,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
15,18,3273704701,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
16,19,2516405791,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
17,20,755689600,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
18,21,1497172548,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
19,22,1177335231,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
20,23,2040186011,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
21,24,3372648822,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
22,25,1380870328,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
23,26,1007127359,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
24,27,2746471784,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
25,28,1460207865,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
26,29,4017132476,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
27,30,3561797787,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
28,31,1745415408,"Art/2DItems/Effects/UpgradeScroll.dds",19,[],0,[],""
29,38,2001537470,"Art/2DItems/Effects/MTX _coin_Tencent.dds",19,[],0,[],""
30,39,773589332,"Art/2DItems/Effects/MTX _coin_Tencent.dds",19,[],0,[],""
31,40,1915036228,"Art/2DItems/Effects/MTX _coin_Tencent.dds",19,[],0,[],""
32,41,1370484412,"Art/2DItems/Garena/Refund.dds",19,[],0,[],""
33,42,3734632397,"Art/2DItems/Effects/PremiumChat.dds",19,[],0,[],""
34,43,2236319274,"Art/2DItems/Effects/ReviveCoin.dds",19,[],0,[],""
35,44,1204874870,"Art/2DItems/Effects/BagOfSpace.dds",19,[],0,[],""
36,45,3025435591,"Art/2DItems/Effects/BagOfSpace.dds",19,[],0,[],""
37,46,2979048633,"Art/2DItems/Effects/BagOfSpace.dds",19,[],0,[],""
38,47,1774387985,"Art/2DItems/Effects/BagOfSpace.dds",19,[],0,[],""
39,48,886198938,"Art/2DItems/Effects/BagOfSpace.dds",19,[],0,[],""
40,49,2532965550,"Art/2DItems/Effects/BagOfSpace.dds",19,[],0,[],""
41,50,2098390884,"Art/2DItems/Effects/Weapon/weapon_infernal.dds",19,[],0,[],""
42,58,2800008412,"Art/2DItems/Effects/Extra_gore.dds",3,[3],0,"[3,6,38,41,44,47]",""
43,59,2304348289,"Art/2DItems/Effects/FirstBlood.dds",3,[3],0,"[3,6,38,41,44,47]",""
44,60,2073935927,"Art/2DItems/Effects/FirstBlood.dds",2,[2],0,"[2,5,37,40,43,46]",""
45,61,1535580561,"Art/2DItems/Effects/Dye_vanishing.dds",6,"[4,6,8,9,1]",0,"[1,4,7,9,11,12,36,39,42,45]",""
46,62,2610154806,"Art/2DItems/Effects/AuraVanishingDye.dds",17,[28],0,[55],""
47,63,3842823660,"Art/2DItems/Effects/InvisibleFlaskEffect.dds",26,[21],0,"[26,27,28,29,30]",""
48,64,1823140599,"Art/2DItems/Effects/RemoveModification.dds",19,[],0,[],""
49,65,3440074629,"Art/2DItems/Effects/FieryVisage.dds",7,[5],0,"[8,21]",""
50,66,2136627586,"Art/2DItems/Effects/Halo_blue.dds",7,[5],0,"[8,21]",""
51,67,663878173,"Art/2DItems/Effects/Halo_yellow.dds",7,[5],0,"[8,21]",""
52,68,2238592618,"Art/2DItems/Effects/Horn_back.dds",7,[5],0,"[8,21]",""
53,69,2079413393,"Art/2DItems/Effects/Horn_down.dds",7,[5],0,"[8,21]",""
54,70,3872914158,"Art/2DItems/Effects/Icecrown.dds",7,[5],0,"[8,21]",""
55,71,691494889,"Art/2DItems/Effects/Fireface.dds",7,[5],0,"[8,21]",""
56,72,1771730686,"Art/2DItems/Effects/Hats/Silverwings.dds",7,[5],0,"[8,21]",""
57,73,1107251189,"Art/2DItems/Effects/Hats/Sidewing.dds",7,[5],0,"[8,21]",""
58,74,213548987,"Art/2DItems/Effects/Hats/Goldenglowwing.dds",7,[5],0,"[8,21]",""
59,75,1659704216,"Art/2DItems/Effects/Hats/Glowface.dds",7,[5],0,"[8,21]",""
60,76,1128435202,"Art/2DItems/Effects/Hats/Ghostscroll.dds",7,[5],0,"[8,21]",""
61,77,2954961889,"Art/2DItems/Effects/Hats/Antlers.dds",7,[5],0,"[8,21]",""
62,78,92394827,"Art/2DItems/Effects/Hats/AntelopeHorns.dds",7,[5],0,"[8,21]",""
63,79,4125589106,"Art/2DItems/Effects/Hats/DemonHorns.dds",6,[4],0,[7],""
64,80,1534190444,"Art/2DItems/Effects/Hats/BrilliantCrown.dds",7,[5],0,"[8,21]",""
65,81,886832076,"Art/2DItems/Effects/Hats/Blademohawk.dds",7,[5],0,"[8,21]",""
66,82,2657637739,"Art/2DItems/Effects/Hats/IronMaidenHead.dds",6,[4],0,[7],""
67,83,4191907217,"Art/2DItems/Effects/Hats/SkullHood.dds",6,[4],0,[7],""
68,84,2840359825,"Art/2DItems/Effects/Hats/Decapitated.dds",6,[4],0,[7],""
69,85,3022460656,"Art/2DItems/Effects/Hats/Snakehead.dds",6,[4],0,[7],""
70,86,837161242,"Art/2DItems/Effects/Hats/PilgrimsHat.dds",6,[4],0,[7],""
71,87,1561832778,"Art/2DItems/Effects/Hats/OrnatePilgrimsHat.dds",6,[4],0,[7],""
72,88,1087074195,"Art/2DItems/Effects/Hats/InfernalSkull.dds",6,[4],0,[7],""
73,89,2931205094,"Art/2DItems/Effects/Hats/BatSkullTurquoise.dds",6,[4],0,[7],""
74,90,2514722745,"Art/2DItems/Effects/Hats/BatSkullEmerald.dds",6,[4],0,[7],""
75,91,3981349229,"Art/2DItems/Effects/Hats/BatSkullLavender.dds",6,[4],0,[7],""
76,92,4099632718,"Art/2DItems/Effects/Hats/BatSkullAzure.dds",6,[4],0,[7],""
77,93,3559848176,"Art/2DItems/Effects/Hats/BatSkullGolden.dds",6,[4],0,[7],""
78,94,1444347650,"Art/2DItems/Effects/Hats/BatSkullCrimson.dds",6,[4],0,[7],""
79,95,2305819985,"Art/2DItems/Effects/Hats/ArcticSkull.dds",6,[4],0,[7],""
80,96,3919057082,"Art/2DItems/Effects/Hats/LightningSkull.dds",6,[4],0,[7],""
81,97,1937371224,"Art/2DItems/Effects/Hats/GuardianMask.dds",6,[4],0,[7],""
82,98,3394349043,"Art/2DItems/Effects/Hats/AngelicMask.dds",6,[4],0,[7],""
83,99,2647777070,"Art/2DItems/Effects/Weapon/weapon_redvampire.dds",4,[6],0,[9],""
84,100,1565403323,"Art/2DItems/Effects/TombstoneDesecrate.dds",17,[28],0,[55],""
85,101,3563328036,"Art/2DItems/Effects/Raise_statue.dds",17,[28],0,[55],""
86,102,1256304676,"Art/2DItems/Effects/Raise_statue.dds",17,[28],0,[55],""
87,103,1647482830,"Art/2DItems/Effects/Raise_statue.dds",17,[28],0,[55],""
88,104,2919802011,"Art/2DItems/Effects/Raise_statue.dds",17,[28],0,[55],""
89,105,1151211009,"Art/2DItems/Effects/RaiseMummy.dds",17,[28],0,[55],""
90,106,2462345002,"Art/2DItems/Effects/Alternate_portal.dds",19,[],0,[],""
91,107,2353053851,"Art/2DItems/Effects/Blood_slam.dds",17,[28],0,[55],""
92,108,81988163,"Art/2DItems/Effects/Dragon_fireball.dds",17,[28],0,[55],""
93,109,75534711,"Art/2DItems/Effects/Green_arrowrain.dds",17,[28],0,[55],""
94,110,3158447165,"Art/2DItems/Effects/NEWspectre.dds",19,[],0,[],""
95,111,781958830,"Art/2DItems/Effects/NEWzombie.dds",19,[],0,[],""
96,112,2125056902,"Art/2DItems/Effects/NEWtotem.dds",19,[],0,[],""
97,113,411786802,"Art/2DItems/Effects/Firestorm_balls.dds",17,[28],0,[55],""
98,114,1039998513,"Art/2DItems/Effects/Plinth_warp.dds",19,[],0,[],""
99,115,3327954555,"Art/2DItems/Effects/Water_nova.dds",17,[28],0,[55],""
100,116,2724639969,"Art/2DItems/Effects/ColdGrasp.dds",17,[28],0,[55],""
101,117,1156704590,"Art/2DItems/Effects/EtherealStars.dds",17,[28],0,[55],""
102,118,2634035072,"Art/2DItems/Effects/SparkSpider.dds",17,[28],0,[55],""
103,119,3310811068,"Art/2DItems/Effects/NEWtotem.dds",17,[28],0,[55],""
104,120,2928036389,"Art/2DItems/Effects/BlueIncinerate.dds",17,[28],0,[55],""
105,121,2769176822,"Art/2DItems/Effects/Cyclone_sawblades.dds",17,[28],0,[55],""
106,122,2408853939,"Art/2DItems/Effects/Cyclone_white.dds",17,[28],0,[55],""
107,123,2940506284,"Art/2DItems/Effects/Cyclone_blue.dds",17,[28],0,[55],""
108,124,3239509587,"Art/2DItems/Effects/SnowstormIceshield.dds",17,[28],0,[55],""
109,125,2338015984,"Art/2DItems/Effects/SearingBondGreen.dds",17,[28],0,[55],""
110,126,2259493049,"Art/2DItems/Effects/DemonHandCleave.dds",17,[28],0,[55],""
111,127,3851847741,"Art/2DItems/Effects/Auras/ForceFieldDisc.dds",17,[28],0,[55],""
112,128,1088383762,"Art/2DItems/Effects/Auras/LightningSkullWrath.dds",17,[28],0,[55],""
113,129,2013147998,"Art/2DItems/Effects/Auras/InfernalSkullAnger.dds",17,[28],0,[55],""
114,130,2932955955,"Art/2DItems/Effects/Auras/ArcticSkullHatred.dds",17,[28],0,[55],""
115,131,2506744414,"Art/2DItems/Effects/GoldenSpectralThrow.dds",17,[28],0,[55],""
116,132,27741197,"Art/2DItems/Effects/Cyclone_white.dds",17,[28],0,[55],""
117,133,2023086110,"Art/2DItems/Effects/boomerang.dds",17,[28],0,[55],""
118,134,61230421,"Art/2DItems/Effects/olmec.dds",17,[28],0,[55],""
119,135,2688507078,"Art/2DItems/Effects/TriabalStormCall.dds",17,[28],0,[55],""
120,136,1092095353,"Art/2DItems/Effects/ArcticIceNova.dds",17,[28],0,[55],""
121,137,1385121691,"Art/2DItems/Effects/GoreGlacialCascade.dds",17,[28],0,[55],""
122,138,1971673018,"Art/2DItems/Effects/Auras/SoulCollectorClarity.dds",17,[28],0,[55],""
123,139,627217422,"Art/2DItems/Effects/GhostflameSummonRagingSpirit.dds",17,[28],0,[55],""
124,140,533511462,"Art/2DItems/Effects/Weapon/weapon_yellowsun.dds",2,[2],0,"[2,5,37,40,43,46]",""
125,141,801143380,"Art/2DItems/Effects/Weapon/weapon_bluerune.dds",2,[2],0,"[2,5,37,40,43,46]",""
126,142,1902053682,"Art/2DItems/Effects/Weapon/weapon_greenacid.dds",2,[2],0,"[2,5,37,40,43,46]",""
127,143,2405872915,"Art/2DItems/Effects/Weapon/weapon_greennature.dds",2,[2],0,"[2,5,37,40,43,46]",""
128,144,710341476,"Art/2DItems/Effects/Weapon/weapon_greenskull.dds",2,[2],0,"[2,5,37,40,43,46]",""
129,145,3099431929,"Art/2DItems/Effects/Weapon/weapon_redvampire.dds",2,[2],0,"[2,5,37,40,43,46]",""
130,146,899578160,"Art/2DItems/Effects/Weapon/weapon_glowturquise.dds",2,[2],0,"[2,5,37,40,43,46]",""
131,147,1441453336,"Art/2DItems/Effects/Weapon/weapon_glowblack.dds",2,[2],0,"[2,5,37,40,43,46]",""
132,148,1776479646,"Art/2DItems/Effects/Weapon/weapon_glowblue.dds",2,[2],0,"[2,5,37,40,43,46]",""
133,149,2295653941,"Art/2DItems/Effects/Weapon/weapon_glowgreen.dds",2,[2],0,"[2,5,37,40,43,46]",""
134,150,1262444634,"Art/2DItems/Effects/Weapon/weapon_glowpurple.dds",2,[2],0,"[2,5,37,40,43,46]",""
135,151,286953513,"Art/2DItems/Effects/Weapon/weapon_glowred.dds",2,[2],0,"[2,5,37,40,43,46]",""
136,152,3845745611,"Art/2DItems/Effects/Dye_vanishing.dds",2,[2],0,"[2,5,37,40,43,46]",""
137,153,529388771,"Art/2DItems/Effects/Dye_vanishing.dds",2,[2],0,"[2,5,37,40,43,46]",""
138,154,4135051557,"Art/2DItems/Effects/Weapon/weapon_heart.dds",2,[2],0,"[2,5,37,40,43,46]",""
139,155,2049500235,"Art/2DItems/Effects/Weapon/weapon_heart.dds",2,[2],0,"[2,5,37,40,43,46]",""
140,156,2067346052,"Art/2DItems/Effects/Weapon/weapon_heart.dds",2,[2],0,"[2,5,37,40,43,46]",""
141,157,1670966333,"Art/2DItems/Effects/Weapon/weapon_glowwhite.dds",2,[2],0,"[2,5,37,40,43,46]",""
