"rownum","Id","[rid]_8","i32_24","i32_28","rid_32"
0,"divine_cry_weapon",[473],1,0,""
1,"divine_cry_weapon",[505],1,2,""
2,"divine_cry_weapon",[309],1,3,""
3,"storm_rain_beam",[478],3,0,""
4,"chain_strike",[187],3,0,""
5,"chain_strike",[480],3,1,""
6,"orb_of_storms",[762],1,0,""
7,"orb_of_storms",[69],1,1,""
8,"orb_of_storms",[481],1,2,""
9,"orb_of_storms",[854],1,3,""
10,"orb_of_storms",[653],1,1000,""
11,"exsanguinate_beam",[427],1,0,""
12,"exsanguinate_beam_lite",[472],1,0,""
13,"exsanguinate_beam",[482],1,1,""
14,"exsanguinate_beam_lite",[483],1,1,""
15,"exsanguinate_beam",[525],1,2,""
16,"exsanguinate_beam_lite",[526],1,2,""
17,"exsanguinate_beam",[608],1,1000,""
18,"exsanguinate_beam_lite",[609],1,1000,""
19,"earthshatter_spike_beam",[429],1,1,""
20,"earthshatter_spike_beam_ancestral",[430],1,1,11119
21,"arc",[3],1,0,""
22,"arc",[5],1,1,""
23,"arc",[4],1,2,""
24,"arc",[39],1,3,""
25,"arc",[6],1,4,""
26,"arc",[3],1,5,""
27,"arc",[96],1,6,""
28,"arc",[111],1,7,""
29,"arc",[201],1,8,""
30,"arc",[202],1,9,""
31,"arc",[229],1,10,""
32,"arc",[318],1,11,""
33,"arc",[499],1,12,""
34,"arc",[517],1,13,""
35,"arc",[230],1,14,""
36,"arc_explode",[793],1,0,""
37,"arc_explode",[793],1,1,""
38,"arc_explode",[793],1,2,""
39,"arc_explode",[793],1,3,""
40,"arc_explode",[793],1,4,""
41,"arc_explode",[793],1,5,""
42,"arc_explode",[793],1,6,""
43,"arc_explode",[793],1,7,""
44,"arc_explode",[793],1,8,""
45,"arc_explode",[793],1,9,""
46,"arc_explode",[794],1,10,""
47,"arc_explode",[793],1,11,""
48,"arc_explode",[793],1,12,""
49,"arc_explode",[793],1,13,""
50,"arc_explode",[793],1,14,""
51,"storm_brand_attached_beam",[113],3,0,""
52,"storm_brand_attached_beam",[199],3,1,""
53,"storm_brand_attached_beam",[501],3,2,""
54,"storm_brand_attack_beam",[114],3,0,""
55,"storm_brand_attack_beam",[200],3,1,""
56,"storm_brand_attack_beam",[502],3,2,""
57,"armageddon_attached_beam",[119],3,0,""
58,"armageddon_attached_beam",[501],3,2,""
59,"arcanist_brand_attached_beam",[267],3,0,""
60,"arcanist_brand_attached_beam",[501],3,2,""
61,"penance_brand_attached_beam",[269],3,0,""
62,"penance_brand_attached_beam",[501],3,2,""
63,"penance_brand_charge_beam",[270],3,0,""
64,"penance_brand_charge_beam",[503],3,2,""
65,"winter_brand_attached_beam",[277],3,0,""
66,"winter_brand_attached_beam",[501],3,2,""
67,"winter_brand_charge_beam",[288],3,0,""
68,"winter_brand_charge_beam",[504],3,2,""
69,"tempest_shield_beam",[26],1,0,""
70,"tempest_shield_beam",[518],1,1,""
71,"soul_link_beam",[506],1,0,""
72,"flame_link_beam",[507],1,0,""
73,"remora_link_beam",[508],1,0,""
74,"bulwark_link_beam",[509],1,0,""
75,"trigger_link_beam",[510],1,0,""
76,"critical_link_beam",[511],1,0,""
77,"brand_surge_cast_beam",[293],1,0,""
78,"brand_surge_cast_beam",[512],1,1,""
79,"brand_surge_cast_beam",[513],1,2,""
80,"crackling_lance_main_beam",[316],1,0,""
81,"crackling_lance_main_beam",[385],1,1,""
82,"crackling_lance_main_beam",[514],1,2,""
83,"crackling_lance_final_beam",[358],1,0,""
84,"crackling_lance_final_beam",[386],1,1,""
85,"crackling_lance_final_beam",[515],1,2,""
86,"toxic_rain_vine",[105],1,0,""
87,"toxic_rain_vine",[106],1,1,""
88,"toxic_rain_vine",[105],1,2,""
89,"toxic_rain_vine",[107],1,3,""
90,"toxic_rain_vine",[423],1,4,""
91,"toxic_rain_vine",[439],1,5,""
92,"toxic_rain_vine",[521],1,6,""
93,"toxic_rain_vine",[529],1,7,""
94,"toxic_rain_vine",[530],1,1000,""
95,"sentinel_beam_laser",[535],1,0,""
96,"sentinel_beam_laser",[536],1,1,""
97,"sentinel_beam_laser",[537],1,2,""
98,"laser_spears_beam",[523],1,0,""
99,"laser_spears_beam",[610],1,1,""
100,"ball_lightning_target",[19],1,0,""
101,"ball_lightning_target",[13],1,1,""
102,"ball_lightning_target",[27],1,2,""
103,"ball_lightning_target",[48],1,3,""
104,"ball_lightning_target",[72],1,4,""
105,"ball_lightning_target","[156,157,158]",1,5,""
106,"ball_lightning_target",[222],1,6,""
107,"ball_lightning_target","[156,157,158]",1,7,""
108,"ball_lightning_target",[280],1,8,""
109,"ball_lightning_target",[307],1,9,""
110,"ball_lightning_target",[354],1,10,""
111,"ball_lightning_target",[856],1,11,""
112,"ball_lightning_target",[612],1,1000,""
113,"ball_lightning_target",[700],1,1001,""
114,"ball_lightning_target",[859],1,1002,""
115,"ball_lightning_ground",[20],1,0,""
116,"ball_lightning_ground",[20],1,1,""
117,"ball_lightning_ground",[20],1,2,""
118,"ball_lightning_ground",[49],1,3,""
119,"ball_lightning_ground",[72],1,4,""
120,"ball_lightning_ground","[156,157,158]",1,5,""
121,"ball_lightning_ground",[222],1,6,""
122,"ball_lightning_ground","[156,157,158]",1,7,""
123,"ball_lightning_ground",[281],1,8,""
124,"ball_lightning_ground",[308],1,9,""
125,"ball_lightning_ground",[355],1,10,""
126,"ball_lightning_ground",[857],1,11,""
127,"ball_lightning_ground",[612],1,1000,""
