0,"IncreasedLife"
1,"IncreasedMana"
2,"IncreasedEnergyShield"
3,"FireDamage"
4,"ColdDamage"
5,"LightningDamage"
6,"PhysicalDamage"
7,"LifeLeech"
8,"ManaLeech"
9,"LocalIncreasedPhysicalDamagePercentAndAccuracyRating"
10,"AdditionalArrows"
11,"Knockback"
12,"CannotBeFrozen"
13,"CannotBeSlowedBelowValue"
14,"ShieldArmourIncrease"
15,"IncreasedQuality"
16,"IncreasedShieldBlockPercentage"
17,"IncreasedEvasionRating"
18,"IncreasedPhysicalDamageReductionRating"
19,"SpellDamage"
20,"ReducedChillDuration"
21,"ReducedFreezeDuration"
22,"ReducedBurnDuration"
23,"LocalEvasionRatingAndStunRecoveryIncreasePercent"
24,"LocalPhysicalDamageReductionRatingAndStunRecoveryPercent"
25,"LocalEnergyShieldAndStunRecoveryPercent"
26,"ReducedShockDuration"
27,"ReducedStunDuration"
28,"IncreasedCastSpeed"
29,"IncreasedAttackSpeed"
30,"IncreasedAccuracy"
31,"LifeRegeneration"
32,"ManaRegeneration"
33,"EnergyShieldRegeneration"
34,"ArrowSpeed"
35,"StunDurationIncreasePercent"
36,"StunRecovery"
37,"FireResistance"
38,"ColdResistance"
39,"LightningResistance"
40,"FireResistancePrefix"
41,"ColdResistancePrefix"
42,"LightningResistancePrefix"
43,"AllResistances"
44,"AllResistancesWithChaos"
45,"ArrowPierce"
46,"MovementVelocity"
47,"ItemFoundQuantityIncrease"
48,"ItemFoundRarityIncrease"
49,"EnergyShieldDelay"
50,"FireDamagePercentage"
51,"FireDamagePercentagePrefix"
52,"ColdDamagePercentage"
53,"ColdDamagePercentagePrefix"
54,"LightningDamagePercentage"
55,"LightningDamagePercentagePrefix"
56,"Other"
57,"MonsterDamage"
58,"MonsterDamageLifeIncrease"
59,"MonsterDroppedItemQuantity"
60,"MonsterDroppedItemRarity"
61,"MonsterSlainExperience"
62,"MonsterSlainExperienceIncreaseFinal"
63,"MaximumLifeIncreasePercent"
64,"LoseManaOnSkill"
65,"DamageWithWeaponTypeSkill"
66,"IncreasedPhysicalDamageReductionRatingPercent"
67,"EnergyShieldPercent"
68,"EvasionRatingPercent"
69,"LocalPhysicalDamagePercent"
70,"EvasionRatingAndArmourPercent"
71,"PhysicalDamagePercent"
72,"PhysicalDamagePercentPrefix"
73,"StunThresholdReduction"
74,"CriticalStrikeChanceIncrease"
75,"ChaosResistance"
76,"ChaosResistancePrefix"
77,"CriticalStrikeMultiplier"
78,"SpellCriticalStrikeChanceIncrease"
79,"SpecificWeaponBonuses"
80,"ProjectileSpeed"
