0,"Barrels","[0,1,2,3,4]",10
1,"BarrelsOld","[8,9,10,11,12]",10
2,"BarrelsSmall","[0,1,2,3,4]",10
3,"BarrelsSmallOld","[8,9,10,11,12]",10
4,"Pots","[78,79,80,81,82,83]",8
5,"Urns","[84,85,86,87,88]",8
6,"GoldPots","[135,136,137,138,139,140]",8
7,"DarkPots","[162,163,164,165,166,167]",8
8,"GoldPotsBroken","[141,142,143,144,145,146]",8
9,"BarrelsCrates","[0,1,2,3,4,40,41]",10
10,"BarrelsCratesOld","[8,9,10,11,12,40,41]",10
11,"BarrelsCratesSmall","[0,1,2,3,4,40,41]",10
12,"BarrelsCratesSmallOld","[8,9,10,11,12,40,41]",10
13,"Baskets","[13,14,15]",5
14,"BasketsOld","[16,17,18]",5
15,"CairnsSmall","[26,27,28]",8
16,"BramblefallCairns","[2251,2252,2253]",8
17,"ExplosiveBarrels","[0,1,8,9]",16
18,"WealthyBarrels","[488,489,490]",16
19,"VolatileBarrels",[491],16
20,"BloodwormBarrels",[493],16
21,"ParasiteBarrels",[494],16
22,"BeaconBarrels","[495,496,497,498]",16
23,"SilverPots","[168,169,170,171,172,173]",8
24,"InfestationEggsGreen","[60,61,62]",10
25,"InfestationEggsGreenSmall","[60,61,62]",10
26,"InfestationEggsPurple","[54,55,56]",10
27,"InfestationEggsPurpleSmall","[54,55,56]",10
28,"FungalBloomCluster","[66,64,65]",10
29,"AbyssBonesCluster",[523],8
30,"VaseCeramicCluster","[532,533,534]",8
31,"VaseNewCluster","[535,536,537,544,545,546]",8
32,"VaseOldCluster","[541,542,543]",8
33,"VaseMetalCluster","[538,539,540]",8
34,"VaseOrnateCluster","[544,545,546]",8
35,"WormJarCluster","[67,68,69,70]",10
36,"RatCrateCluster","[71,72,73]",10
37,"SynthesisPoisonCluster","[1549,1550,1551]",10
38,"SynthesisSkeletonCluster",[1552],10
39,"SynthesisExplosiveCluster",[1553],12
40,"SynthesisBloodwormCluster",[1554],10
41,"SynthesisParasiteCluster",[1555],10
42,"SynthesisCursedCluster",[1558],8
43,"MarakethUrns","[32,33,34]",12
44,"IncursionLargeCausticPlants","[60,61,62,63]",16
45,"IncursionParasiticCausticPlants","[60,61,62,63]",16
46,"HeistClusterChestBunker","[0,1,2,3,4,40,41]",12
47,"HeistClusterChestMines","[8,9,10,11,12]",10
48,"HeistClusterChestReliquary","[162,163,164,165,166,167]",8
49,"HeistClusterChestDungeon","[74,75,76,77]",10
50,"HeistClusterChestMansion","[135,136,137,138,139,140]",12
51,"HeistClusterChestSewers","[0,1,2,3,4,40,41]",10
52,"HeistClusterChestRobotTunnels","[538,539,540,168,169,170]",10
53,"HeistClusterChestLibrary","[234,532,533,534,535,536,537]",10
54,"VolatileBarrelsRoyale",[492],16
