0,116,0,[],[],4,"",[],""
1,46,0,[],[],6,"",[],""
2,228,0,[],[],3,"",[],""
3,263,0,[],[],8,"",[],""
4,54,0,"[1903,620,177]","[6,10,6]",16,"","[6,10,6]",""
5,56,0,"[131,95,141]","[300,20,15]",17,"","[300,20,15]",""
6,89,0,"[451,1034,26]","[60,2,20]",18,"","[60,2,20]",""
7,103,0,[],[],10,"",[],""
8,122,0,[],[],15,"",[],""
9,459,0,[],[],23,"",[],""
10,217,0,[],[],30,"",[],""
11,793,0,[],[],39,"",[],""
12,1068,0,[],[],65,"",[],""
13,1093,0,[],[],69,"",[],""
14,1171,0,[],[],72,"",[],""
15,1189,0,[],[],75,"",[],""
16,1183,0,[],[],73,"",[],""
17,1196,0,[],[],76,"",[],""
18,1277,0,[],[],77,"",[],""
19,1383,0,[],[],85,"",[],""
20,1313,0,[],[],82,"",[],""
21,1448,0,[],[],91,"",[],""
22,1435,0,[],[],89,"",[],""
23,1457,0,[],[],92,"",[],""
24,1569,0,[],[],97,"",[],""
25,1561,0,[],[],94,"",[],""
26,1619,0,[],[],96,"",[],""
27,1668,0,[],[],101,"",[],""
28,1674,0,[],[],103,"",[],""
29,1660,0,[],[],100,"",[],""
30,654,0,[],[],"","",[],""
31,655,0,[],[],"","",[],""
32,656,0,[],[],"","",[],""
33,657,0,[],[],"","",[],""
34,899,2,[],[],"","",[],""
35,992,2,[],[],"","",[],""
36,993,2,[],[],"","",[],""
37,900,0,[],[],"","",[],""
38,1085,0,"[141,150]","[-30,-30]",68,2896,"[-30,-30]",2896
39,59,0,"[141,150]","[-30,-30]",100,2897,"[-30,-30]",2897
40,2347,0,[],[],"","",[],""
41,2290,0,[],[],"","",[],""
42,2291,0,[],[],"","",[],""
43,2292,0,[],[],"","",[],""
44,2293,0,"[141,150]","[-30,-30]","",2896,"[-30,-30]",2896
45,2294,0,[],[],"","",[],""
46,2295,0,[],[],"","",[],""
47,2296,0,"[141,150]","[-30,-30]","",2897,"[-30,-30]",2897
48,2603,0,[],[],"","",[],""
49,2604,0,[],[],"","",[],""
50,2605,0,[],[],"","",[],""
51,2606,0,[],[],"","",[],""
52,2607,0,"[141,150]","[-30,-30]","",2896,"[-30,-30]",2896
53,2608,0,[],[],"","",[],""
54,2609,0,[],[],"","",[],""
55,2610,0,"[141,150]","[-30,-30]","",2897,"[-30,-30]",2897
