"rownum","Id","Projectile","bool_20","bool_21","bool_22","i32_23"
0,0,13,"","","",0
1,1,31,"","","",0
2,2,74,"","","",0
3,3,89,"","","",0
4,4,74,"","","",0
5,5,95,"","","",0
6,6,20,"","","",0
7,7,98,"","","",0
8,8,117,"","","",0
9,9,60,"","","",0
10,10,125,"","","",0
11,11,126,"","","",0
12,12,140,"","","",0
13,13,160,"","","",0
14,14,204,"","","",0
15,15,229,"","","",0
16,16,282,"","","",0
17,17,283,"","","",0
18,18,289,"","","",0
19,19,210,"","","",0
20,20,270,"","","",0
21,21,309,"","","",0
22,22,121,"","","",0
23,23,271,"","","",0
24,24,328,"","","",0
25,25,327,"","","",0
26,26,334,"","","",0
27,27,386,"","","",0
28,28,407,"","","",0
29,29,416,"","","",0
30,30,436,"","","",0
31,31,445,"","","",0
32,32,446,"","","",0
33,33,447,"","","",0
34,34,448,"","","",0
35,35,449,"","","",0
36,36,450,"","","",0
37,37,452,"","","",0
38,38,455,"","","",0
39,39,545,"","","",0
40,40,546,"","","",0
41,41,547,"","","",0
42,42,577,"","","",0
43,43,567,"","","",0
44,44,590,"","","",0
45,45,513,1,"","",0
46,46,584,"","","",0
47,47,591,"","","",0
48,48,594,"","","",0
49,49,595,"","","",0
50,50,592,"","","",0
51,51,603,"","","",0
52,52,608,"","","",0
53,53,611,"","","",0
54,54,616,"","","",0
55,55,626,"","","",0
56,56,632,"","","",0
57,57,633,"","","",0
58,58,634,"","","",0
59,59,635,"","","",0
60,60,636,"","","",0
61,61,637,"","","",0
62,62,638,"","","",0
63,63,639,"","","",0
64,64,640,"","","",0
65,65,641,"","","",0
66,66,642,"","","",0
67,67,643,"","","",0
68,68,569,"","","",0
69,69,685,"","","",0
70,70,686,1,1,"",0
71,71,703,"","","",0
72,72,694,1,"","",0
73,73,710,"","","",0
74,74,690,"","","",0
75,75,693,1,"","",0
76,76,729,"","","",0
77,77,616,"","","",0
78,78,711,"","","",0
79,79,712,"","","",0
80,80,571,"","","",0
81,81,573,"","","",0
82,82,795,"","","",0
83,83,824,1,"","",0
84,84,804,"","","",0
85,85,825,1,"","",0
86,86,827,"","","",0
87,87,830,1,"","",10
88,88,831,1,"","",0
89,89,832,1,"","",0
90,90,60,"","","",0
91,91,838,"",1,"",0
92,92,841,"","","",0
93,93,842,1,"","",0
94,94,833,1,"","",0
95,95,849,1,"","",0
96,96,850,1,"","",10
97,97,852,1,"","",5
98,98,853,1,"","",5
99,99,868,1,"","",5
100,100,870,"","","",0
101,101,871,1,"","",0
102,102,875,1,"","",0
103,103,883,1,"","",0
104,104,869,1,"","",0
105,105,896,"","","",0
106,106,888,"","","",0
107,107,901,"","","",0
108,108,904,"","","",0
109,109,908,"","","",0
110,110,915,1,"","",0
111,111,919,"","","",0
112,112,922,"","","",0
113,113,923,1,"","",7
114,114,945,"","","",0
115,115,947,"","","",0
116,116,127,"","","",0
117,117,952,1,"","",60
118,118,229,"","","",0
119,119,953,1,"","",100
120,120,971,"","","",0
121,121,966,"",1,"",0
122,122,974,"","","",0
123,123,967,"",1,"",0
124,124,979,"","","",0
125,125,980,"","","",0
126,126,981,"",1,"",0
127,127,987,"","","",0
128,128,965,"",1,"",0
129,129,1019,"","","",0
130,130,1020,"","","",0
131,131,1021,"","","",0
132,132,1022,"","","",0
133,133,1019,"","","",0
134,134,1020,"","","",0
135,135,1023,"",1,"",0
136,136,1024,"",1,"",0
137,137,1040,"","","",0
138,138,1048,"","","",0
139,139,106,1,"","",0
140,140,1069,1,"","",0
141,141,1086,"","",1,0
142,142,1087,"","",1,0
143,143,1092,1,"","",0
144,144,1105,"","","",0
145,145,1106,"",1,"",0
146,146,1107,"",1,"",0
147,147,1115,"","","",0
148,148,1116,"","","",0
149,149,1117,"","","",0
150,150,1131,"","","",0
151,151,1139,"","","",0
152,152,1140,"","","",0
153,153,1144,1,"","",0
154,154,1159,1,"","",30
155,155,1161,"","","",0
156,156,1160,1,"","",30
157,157,21,"","","",0
158,158,626,"","","",0
159,159,711,"","","",0
160,160,1228,"",1,"",0
161,161,1233,"","","",0
162,162,1262,"",1,"",0
163,163,1265,"","","",0
164,164,1272,"",1,"",0
165,165,1273,"","","",0
166,166,1274,"","","",0
167,167,1277,1,"","",0
168,168,1278,"","","",0
169,169,1279,"","","",0
170,170,1280,"","","",0
171,171,1292,"","","",10
172,172,1293,"","","",0
173,173,1296,"","","",0
174,174,1304,1,"","",5
175,175,1305,1,"","",5
176,176,713,1,"","",-7
177,177,1311,"","","",0
178,178,1321,"","","",0
179,179,1333,1,"","",0
180,180,1344,"","","",0
181,181,1345,1,"","",0
182,182,1351,1,"","",0
183,183,1364,"","","",0
184,184,1366,"","","",0
