"rownum","i32_0","[rid]_4","[rid]_20","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","i32_60","i32_64","bool_68","string_69","i32_77","bool_81","i32_82"
0,1,"[202,203,204]",[],4,0,0,0,0,1,0,7,"","",2,"",0
1,2,[219],[],5,0,22,0,0,1,0,7,"","",2,"",0
2,3,[218],[],4,0,0,0,0,1,0,7,"","",2,"",0
3,4,[221],[],5,0,0,0,0,1,0,7,"","",2,"",0
4,5,[222],[],5,0,0,0,0,1,0,7,"","",2,"",0
5,6,[223],[],5,0,0,0,0,1,0,7,"","",2,"",0
6,7,[224],[],5,0,0,0,0,1,0,7,"","",2,"",0
7,8,[225],[],5,0,0,0,0,1,0,7,"","",2,"",0
8,9,[228],[],5,0,0,0,0,1,0,2,"","",2,"",0
9,10,[233],[],5,0,20,0,0,1,0,7,"","",2,"",0
10,11,"[236,237,238,239]",[],5,0,22,0,0,1,0,7,"","boss_geyser",2,1,0
11,12,[242],[],5,0,22,0,0,1,0,7,"","",2,"",0
12,13,"[243,244,245,246]",[],5,0,8,0,0,1,0,7,"","",2,"",0
13,14,[250],[],5,0,0,0,0,1,0,2,"","",2,"",0
14,15,[251],[],5,0,0,0,0,5,3,7,"","",2,"",0
15,16,[274],[],4,0,0,0,-90,1,0,4,"","",2,"",0
16,17,[274],[],4,0,0,0,90,1,0,4,"","",2,"",0
17,18,[275],[],5,0,22,0,0,1,0,7,"","",2,"",0
18,19,"[276,277,278]",[],4,0,0,0,0,1,0,7,"","",2,"",0
19,21,[280],[],4,4,5,0,0,1,0,7,"","",2,"",0
20,22,[296],[],4,0,0,0,0,1,0,7,"","",2,"",0
21,23,[297],[],4,0,0,0,0,2,20,2,"","",2,"",0
22,24,[299],[],4,0,0,0,-90,1,0,4,"","",2,"",0
23,25,[301],[],4,0,0,0,0,1,0,2,"","",2,"",0
24,26,[300],[],4,0,0,0,-90,1,0,4,"","",2,"",0
25,27,[305],[],4,0,0,0,0,1,0,4,"","",2,"",0
26,28,[306],[],4,0,0,0,0,2,0,4,"","",2,"",0
27,29,"[337,338,339,340,341]",[],4,0,0,0,0,1,0,7,"","",2,"",0
28,30,[345],[],4,0,0,0,0,1,0,7,"","",2,"",0
29,31,[348],[],5,0,22,0,0,1,0,7,"","",2,"",0
