"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
0,1847,9999999,"[0,7,8]",0
1,1848,9999999,"[1,6]",0
2,1849,9999999,"[2,4]",0
3,1850,9999999,"[3,5]",0
4,1911,250,"[0,7,8]",1
5,1912,250,"[1,6]",1
6,1913,250,"[2,4]",1
7,1914,250,"[3,5]",1
8,1915,250,"[0,7,8]",1
9,1916,250,"[1,6]",1
10,1917,250,"[2,4]",1
11,1918,250,"[3,5]",1
12,1919,250,"[0,7,8]",1
13,1920,250,"[1,6]",1
14,1921,250,"[2,4]",1
15,1922,250,"[3,5]",1
16,1923,250,"[0,7,8]",1
17,1924,250,"[1,6]",1
18,1925,250,"[2,4]",1
19,1926,250,"[3,5]",1
20,1927,250,"[0,7,8]",1
21,1928,250,"[1,6]",1
22,1929,250,"[2,4]",1
23,1930,250,"[3,5]",1
24,1931,250,"[0,7,8]",1
25,1932,250,"[1,6]",1
26,1933,250,"[2,4]",1
27,1934,250,"[3,5]",1
28,1935,250,"[0,7,8]",1
29,1936,250,"[1,6]",1
30,1937,250,"[2,4]",1
31,1938,250,"[3,5]",1
32,1939,250,"[0,7,8]",1
33,1940,250,"[1,6]",1
34,1941,250,"[2,4]",1
35,1942,250,"[3,5]",1
36,1943,250,"[0,7,8]",1
37,1944,250,"[1,6]",1
38,1945,250,"[2,4]",1
39,1946,250,"[3,5]",1
40,1947,250,"[0,7,8]",1
41,1948,250,"[1,6]",1
42,1949,250,"[2,4]",1
43,1950,250,"[3,5]",1
44,1951,250,"[0,7,8]",1
45,1952,250,"[1,6]",1
46,1953,250,"[2,4]",1
47,1954,250,"[3,5]",1
48,1955,250,"[0,7,8]",1
49,1956,250,"[1,6]",1
50,1957,250,"[2,4]",1
51,1958,250,"[3,5]",1
52,1959,250,"[0,7,8]",1
53,1960,250,"[1,6]",1
54,1961,250,"[2,4]",1
55,1962,250,"[3,5]",1
56,1963,250,"[0,7,8]",1
57,1964,250,"[1,6]",1
58,1965,250,"[2,4]",1
59,1966,250,"[3,5]",1
60,1967,250,"[0,7,8]",1
61,1968,250,"[1,6]",1
62,1969,250,"[2,4]",1
63,1970,250,"[3,5]",1
64,1971,250,"[0,7,8]",1
65,1972,250,"[1,6]",1
66,1973,250,"[2,4]",1
67,1974,250,"[3,5]",1
68,1975,250,"[0,7,8]",1
69,1976,250,"[1,6]",1
70,1977,250,"[2,4]",1
71,1978,250,"[3,5]",1
72,1979,250,"[0,7,8]",1
73,1980,250,"[1,6]",1
74,1981,250,"[2,4]",1
75,1982,250,"[3,5]",1
76,1983,250,"[0,7,8]",1
77,1984,250,"[1,6]",1
78,1985,250,"[2,4]",1
79,1986,250,"[3,5]",1
80,1987,250,"[0,7,8]",1
81,1988,250,"[1,6]",1
82,1989,250,"[2,4]",1
83,1990,250,"[3,5]",1
84,1991,250,"[0,7,8]",1
85,1992,250,"[1,6]",1
